symbol,yf_ticker,company,sector
NCP,NCP.BK,Nice Call Public Company Limited,-
NDR,NDR.BK,N.D. RUBBER PUBLIC COMPANY LIMITED,-
NEO,NEO.BK,Neo Corporate Public Company Limited,Personal Products & Pharmaceuticals
NEP,NEP.BK,NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED,Fashion
NER,NER.BK,NORTH EAST RUBBER PUBLIC COMPANY LIMITED,Agribusiness
NETBAY,NETBAY.BK,NETBAY PUBLIC COMPANY LIMITED,-
NEX,NEX.BK,NEX POINT PUBLIC COMPANY LIMITED,Automotive
NFC,NFC.BK,NFC PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals
NKI,NKI.BK,THE NAVAKIJ INSURANCE PUBLIC COMPANY LIMITED,Insurance
NKT,NKT.BK,Nakornthon Hospital Public Company Limited,Health Care Services
NL,NL.BK,NL Development Public Company Limited,Construction Services
NNCL,NNCL.BK,NAVANAKORN PUBLIC COMPANY LIMITED,Property Development
NOBLE,NOBLE.BK,NOBLE DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development
NOVA,NOVA.BK,NOVA EMPIRE PUBLIC COMPANY LIMITED,Energy & Utilities
NPK,NPK.BK,NEW PLUS KNITTING PUBLIC COMPANY LIMITED,-
NRF,NRF.BK,NR INSTANT PRODUCE PUBLIC COMPANY LIMITED,Food & Beverage
NSL,NSL.BK,NSL FOODS PUBLIC COMPANY LIMITED,Food & Beverage
NTF,NTF.BK,NTF INTERGROUP (THAILAND) PUBLIC COMPANY LIMITED,-
NTSC,NTSC.BK,Nutrition SC Public Company Limited,-
NTV,NTV.BK,NONTHAVEJ HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services
NUT,NUT.BK,NUTRITION PROFESS PUBLIC COMPANY LIMITED,-
NV,NV.BK,NOVA ORGANIC PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals
NVD,NVD.BK,NIRVANA DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development
NWR,NWR.BK,NAWARAT PATANAKARN PUBLIC COMPANY LIMITED,Construction Services
NYT,NYT.BK,NAMYONG TERMINAL PUBLIC COMPANY LIMITED,Transportation & Logistics
OCC,OCC.BK,O.C.C. PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals
OGC,OGC.BK,OCEAN GLASS PUBLIC COMPANY LIMITED,Home & Office Products
OHTL,OHTL.BK,OHTL PUBLIC COMPANY LIMITED,Tourism & Leisure
OKJ,OKJ.BK,Pluk Phak Praw Rak Mae Public Company Limited,Food & Beverage
ONEE,ONEE.BK,THE ONE ENTERPRISE PUBLIC COMPANY LIMITED,Media & Publishing
ONSENS,ONSENS.BK,Onsen Retreat and Spa Group Public Company Limited,Tourism & Leisure
OR,OR.BK,PTT OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,Energy & Utilities
ORI,ORI.BK,ORIGIN PROPERTY PUBLIC COMPANY LIMITED,Property Development
ORN,ORN.BK,ORNSIRIN HOLDING PUBLIC COMPANY LIMITED,Property Development
OSP,OSP.BK,OSOTSPA PUBLIC COMPANY LIMITED,Food & Beverage
PACO,PACO.BK,PRESIDENT AUTOMOBILE INDUSTRIES PUBLIC COMPANY LIMITED,-
PAF,PAF.BK,PAN ASIA FOOTWEAR PUBLIC COMPANY LIMITED,Fashion
PANEL,PANEL.BK,PanelesMatic Solutions Public Company Limited,-
PAP,PAP.BK,PACIFIC PIPE PUBLIC COMPANY LIMITED,Steel and Metal Products
PATO,PATO.BK,PATO CHEMICAL INDUSTRY PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals
PB,PB.BK,PRESIDENT BAKERY PUBLIC COMPANY LIMITED,Food & Beverage
PCC,PCC.BK,Precise Corporation Public Company Limited,Industrial Materials & Machinery
PCE,PCE.BK,PETCHSRIVICHAI ENTERPRISE PUBLIC COMPANY LIMITED,Agribusiness
PCSGH,PCSGH.BK,P.C.S. MACHINE GROUP HOLDING PUBLIC COMPANY LIMITED,Automotive
PDG,PDG.BK,PRODIGY PUBLIC COMPANY LIMITED,-
PDJ,PDJ.BK,PRANDA JEWELRY PUBLIC COMPANY LIMITED,Fashion
PEACE,PEACE.BK,PEACE & LIVING PUBLIC COMPANY LIMITED,Property Development
PEER,PEER.BK,PEER FOR YOU PUBLIC COMPANY LIMITED,-
PERM,PERM.BK,PERMSIN STEEL WORKS PUBLIC COMPANY LIMITED,Steel and Metal Products
PF,PF.BK,PROPERTY PERFECT PUBLIC COMPANY LIMITED,Property Development
PG,PG.BK,PEOPLE'S GARMENT PUBLIC COMPANY LIMITED,Fashion
PHG,PHG.BK,Patrangsit Healthcare Group Public Company Limited,Health Care Services
PHOL,PHOL.BK,PHOL DHANYA PUBLIC COMPANY LIMITED,-
PICO,PICO.BK,PICO (THAILAND) PUBLIC COMPANY LIMITED,-
PIMO,PIMO.BK,PIONEER MOTOR PUBLIC COMPANY LIMITED,-
PIN,PIN.BK,PINTHONG INDUSTRIAL PARK PUBLIC COMPANY LIMITED,Property Development
PIS,PIS.BK,Pro Inside Public Company Limited,-
PK,PK.BK,PATKOL PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
PL,PL.BK,PHATRA LEASING PUBLIC COMPANY LIMITED,Finance & Securities
PLANB,PLANB.BK,PLAN B MEDIA PUBLIC COMPANY LIMITED,Media & Publishing
PLANET,PLANET.BK,PLANET COMMUNICATIONS ASIA PUBLIC COMPANY LIMITED,-
PLAT,PLAT.BK,THE PLATINUM GROUP PUBLIC COMPANY LIMITED,Property Development
PLE,PLE.BK,POWER LINE ENGINEERING PUBLIC COMPANY LIMITED,Construction Services
PLT,PLT.BK,Pilatus Marine Public Company Limited,-
PLUS,PLUS.BK,Royal Plus Public Company Limited,Food & Beverage
PM,PM.BK,PREMIER MARKETING PUBLIC COMPANY LIMITED,Food & Beverage
PMC,PMC.BK,PMC Label Materials Public Company Limited,-
PMTA,PMTA.BK,PM THORESEN ASIA HOLDINGS PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals
POLY,POLY.BK,Polynet Public Company Limited,Automotive
POPF,POPF.BK,PRIME OFFICE LEASEHOLD PROPERTY FUND,Property Fund & REITs
PORT,PORT.BK,SAHATHAI TERMINAL PUBLIC COMPANY LIMITED,Transportation & Logistics
POWER,POWER.BK,POWER SOLUTION TECHNOLOGIES PUBLIC COMPANY LIMITED,-
PPM,PPM.BK,PORN PROM METAL PUBLIC COMPANY LIMITED,-
PPP,PPP.BK,PREMIER PRODUCTS PUBLIC COMPANY LIMITED,Construction Materials
PPPM,PPPM.BK,PP PRIME PUBLIC COMPANY LIMITED,Agribusiness
PPS,PPS.BK,PROJECT PLANNING SERVICE PUBLIC COMPANY LIMITED,-
PQS,PQS.BK,Premier Quality Starch Public Company Limited,Food & Beverage
PR9,PR9.BK,PRARAM 9 HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services
PRAKIT,PRAKIT.BK,PRAKIT HOLDINGS PUBLIC COMPANY LIMITED,Media & Publishing
PRAPAT,PRAPAT.BK,PEERAPAT TECHNOLOGY PUBLIC COMPANY LIMITED,-
PREB,PREB.BK,PRE-BUILT PUBLIC COMPANY LIMITED,Construction Services
PRECHA,PRECHA.BK,PREECHA GROUP PUBLIC COMPANY LIMITED,Property Development
PRG,PRG.BK,PRG CORPORATION PUBLIC COMPANY LIMITED,Food & Beverage
PRI,PRI.BK,Primo Service Solutions Public Company Limited,-
PRIME,PRIME.BK,PRIME ROAD POWER PUBLIC COMPANY LIMITED,Energy & Utilities
PRIN,PRIN.BK,PRINSIRI PUBLIC COMPANY LIMITED,Property Development
PRINC,PRINC.BK,PRINCIPAL CAPITAL PUBLIC COMPANY LIMITED,Health Care Services
PRM,PRM.BK,PRIMA MARINE PUBLIC COMPANY LIMITED,Transportation & Logistics
PROEN,PROEN.BK,PROEN CORP PUBLIC COMPANY LIMITED,-
PROS,PROS.BK,PROSPER ENGINEERING PUBLIC COMPANY LIMITED,-
PROSPECT,PROSPECT.BK,PROSPECT LOGISTICS AND INDUSTRIAL FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs
PROUD,PROUD.BK,PROUD REAL ESTATE PUBLIC COMPANY LIMITED,Property Development
PRTR,PRTR.BK,PRTR Group Public Company Limited,Professional Services
PSGC,PSGC.BK,PSG CORPORATION PUBLIC COMPANY LIMITED,-
PSH,PSH.BK,PRUKSA HOLDING PUBLIC COMPANY LIMITED,Property Development
PSL,PSL.BK,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,Transportation & Logistics
PSP,PSP.BK,P.S.P.Specialties Public Company Limited,Industrial Materials & Machinery
PT,PT.BK,PREMIER TECHNOLOGY PUBLIC COMPANY LIMITED,Information & Communication Technology
PTC,PTC.BK,PREMIER TANK CORPORATION PUBLIC COMPANY LIMITED,-
PTG,PTG.BK,PTG ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities
PTL,PTL.BK,POLYPLEX (THAILAND) PUBLIC COMPANY LIMITED,Packaging
PTT,PTT.BK,PTT PUBLIC COMPANY LIMITED,Energy & Utilities
PTTEP,PTTEP.BK,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,Energy & Utilities
PTTGC,PTTGC.BK,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals
PYLON,PYLON.BK,PYLON PUBLIC COMPANY LIMITED,Construction Services
Q-CON,Q-CON.BK,QUALITY CONSTRUCTION PRODUCTS PUBLIC COMPANY LIMITED,Construction Materials
QDC,QDC.BK,QUANTUM D C PUBLIC COMPANY LIMITED,-
QH,QH.BK,QUALITY HOUSES PUBLIC COMPANY LIMITED,Property Development
QHBREIT,QHBREIT.BK,Quality Houses Business Complex Leasehold Real Estate Investment Trust,Property Fund & REITs
QHHRREIT,QHHRREIT.BK,Quality Houses Hotel and Residence Freehold and Leasehold Real Estate Investment Trust,Property Fund & REITs
QHOP,QHOP.BK,QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND,Property Fund & REITs
QLT,QLT.BK,QUALITECH PUBLIC COMPANY LIMITED,-
QTC,QTC.BK,QTC ENERGY PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
QTCG,QTCG.BK,QTCG PUBLIC COMPANY LIMITED,-
RABBIT,RABBIT.BK,RABBIT HOLDINGS PUBLIC COMPANY LIMITED,Property Development
RAM,RAM.BK,RAMKHAMHAENG HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services
RATCH,RATCH.BK,RATCH GROUP PUBLIC COMPANY LIMITED,Energy & Utilities
RBF,RBF.BK,R&B FOOD SUPPLY PUBLIC COMPANY LIMITED,Food & Beverage
RCL,RCL.BK,REGIONAL CONTAINER LINES PUBLIC COMPANY LIMITED,Transportation & Logistics
READY,READY.BK,READYPLANET PUBLIC COMPANY LIMITED,-
RICHY,RICHY.BK,RICHY PLACE 2002 PUBLIC COMPANY LIMITED,Property Development
RJH,RJH.BK,RAJTHANEE HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services
RML,RML.BK,RAIMON LAND PUBLIC COMPANY LIMITED,Property Development
ROCK,ROCK.BK,ROCKWORTH PUBLIC COMPANY LIMITED,Home & Office Products
ROCTEC,ROCTEC.BK,ROCTEC GLOBAL PUBLIC COMPANY LIMITED,Information & Communication Technology
ROH,ROH.BK,ROYAL ORCHID HOTEL (THAILAND) PUBLIC COMPANY LIMITED,Tourism & Leisure
ROJNA,ROJNA.BK,ROJANA INDUSTRIAL PARK PUBLIC COMPANY LIMITED,Property Development
RP,RP.BK,RAJA FERRY PORT PUBLIC COMPANY LIMITED,-
RPC,RPC.BK,RPCG PUBLIC COMPANY LIMITED,Energy & Utilities
RPH,RPH.BK,RATCHAPHRUEK HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services
RS,RS.BK,RS PUBLIC COMPANY LIMITED,Commerce
RSP,RSP.BK,RICH SPORT PUBLIC COMPANY LIMITED,Commerce
RT,RT.BK,RIGHT TUNNELLING PUBLIC COMPANY LIMITED,Construction Services
RWI,RWI.BK,RAYONG WIRE INDUSTRIES PUBLIC COMPANY LIMITED,-
S,S.BK,SINGHA ESTATE PUBLIC COMPANY LIMITED,Property Development
S&J,S&J.BK,S & J INTERNATIONAL ENTERPRISES PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals
S11,S11.BK,S 11 GROUP PUBLIC COMPANY LIMITED,Finance & Securities
SA,SA.BK,SIAMESE ASSET PUBLIC COMPANY LIMITED,Property Development
SAAM,SAAM.BK,SAAM DEVELOPMENT PUBLIC COMPANY LIMITED,-
SABINA,SABINA.BK,SABINA PUBLIC COMPANY LIMITED,Fashion
SAF,SAF.BK,S.A.F. SPECIAL STEEL PUBLIC COMPANY LIMITED,-
SAFE,SAFE.BK,Safe Fertility Group Public Company Limited,Health Care Services
SAK,SAK.BK,SAKSIAM LEASING PUBLIC COMPANY LIMITED,Finance & Securities
SALEE,SALEE.BK,SALEE INDUSTRY PUBLIC COMPANY LIMITED,-
SAM,SAM.BK,SAMCHAI STEEL INDUSTRIES PUBLIC COMPANY LIMITED,Steel and Metal Products
SAMART,SAMART.BK,SAMART CORPORATION PUBLIC COMPANY LIMITED,Information & Communication Technology
SAMCO,SAMCO.BK,SAMMAKORN PUBLIC COMPANY LIMITED,Property Development
SAMTEL,SAMTEL.BK,SAMART TELCOMS PUBLIC COMPANY LIMITED,Information & Communication Technology
SANKO,SANKO.BK,SANKO DIECASTING (THAILAND) PUBLIC COMPANY LIMITED,-
SAPPE,SAPPE.BK,SAPPE PUBLIC COMPANY LIMITED,Food & Beverage
SAT,SAT.BK,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,Automotive
SAUCE,SAUCE.BK,THAITHEPAROS PUBLIC COMPANY LIMITED,Food & Beverage
SAV,SAV.BK,Samart Aviation Solutions Public Company Limited,Transportation & Logistics
SAWAD,SAWAD.BK,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,Finance & Securities
SAWANG,SAWANG.BK,SAWANG EXPORT PUBLIC COMPANY LIMITED,Fashion
SC,SC.BK,SC ASSET CORPORATION PUBLIC COMPANY LIMITED,Property Development
SCAP,SCAP.BK,SRISAWAD CAPITAL 1969 PUBLIC COMPANY LIMITED,Finance & Securities
SCB,SCB.BK,SCB X PUBLIC COMPANY LIMITED,Banking
SCC,SCC.BK,THE SIAM CEMENT PUBLIC COMPANY LIMITED,Construction Materials
SCCC,SCCC.BK,SIAM CITY CEMENT PUBLIC COMPANY LIMITED,Construction Materials
SCG,SCG.BK,RATCH PATHANA ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities
SCGD,SCGD.BK,SCG DECOR PUBLIC COMPANY LIMITED,Construction Materials
SCGP,SCGP.BK,SCG PACKAGING PUBLIC COMPANY LIMITED,Packaging
SCI,SCI.BK,SCI ELECTRIC PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
SCL,SCL.BK,S.C.L. Motor Part Public Company Limited,-
SCM,SCM.BK,SUCCESSMORE BEING PUBLIC COMPANY LIMITED,Commerce
SCN,SCN.BK,SCAN INTER PUBLIC COMPANY LIMITED,Energy & Utilities
SCP,SCP.BK,SOUTHERN CONCRETE PILE PUBLIC COMPANY LIMITED,Construction Materials
SDC,SDC.BK,SAMART DIGITAL PUBLIC COMPANY LIMITED,Information & Communication Technology
SE,SE.BK,SIAMEAST SOLUTIONS PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
SE-ED,SE-ED.BK,SE-EDUCATION PUBLIC COMPANY LIMITED,Media & Publishing
SEAFCO,SEAFCO.BK,SEAFCO PUBLIC COMPANY LIMITED,Construction Services
SEAOIL,SEAOIL.BK,SEA OIL PUBLIC COMPANY LIMITED,Energy & Utilities
SECURE,SECURE.BK,NFORCE SECURE PUBLIC COMPANY LIMITED,-
SEI,SEI.BK,"SEI MEDICAL PUBLIC CO., LTD.",-
SELIC,SELIC.BK,SELIC CORP PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
SENA,SENA.BK,SENADEVELOPMENT PUBLIC COMPANY LIMITED,Property Development
SENX,SENX.BK,SEN X PUBLIC COMPANY LIMITED,-
SFLEX,SFLEX.BK,STARFLEX PUBLIC COMPANY LIMITED,Packaging
SFT,SFT.BK,SHRINKFLEX (THAILAND) PUBLIC COMPANY LIMITED,-
SGC,SGC.BK,SG Capital Public Company Limited,Finance & Securities
SGF,SGF.BK,SGF CAPITAL PUBLIC COMPANY LIMITED,-
SGP,SGP.BK,SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED,Energy & Utilities
SHANG,SHANG.BK,SHANGRI-LA HOTEL PUBLIC COMPANY LIMITED,Tourism & Leisure
SHR,SHR.BK,S HOTELS AND RESORTS PUBLIC COMPANY LIMITED,Tourism & Leisure
SIAM,SIAM.BK,SIAM STEEL INTERNATIONAL PUBLIC COMPANY LIMITED,Home & Office Products
SICT,SICT.BK,SILICON CRAFT TECHNOLOGY PUBLIC COMPANY LIMITED,-
SIMAT,SIMAT.BK,SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED,-
SINGER,SINGER.BK,SINGER THAILAND PUBLIC COMPANY LIMITED,Commerce
SINO,SINO.BK,Sino Logistics Corporation Public Company Limited,Transportation & Logistics
SIRI,SIRI.BK,SANSIRI PUBLIC COMPANY LIMITED,Property Development
SIRIPRT,SIRIPRT.BK,Siripinyo Real Estate Investment Trust,Property Fund & REITs
SIS,SIS.BK,SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED,Information & Communication Technology
SISB,SISB.BK,SISB PUBLIC COMPANY LIMITED,Professional Services
SITHAI,SITHAI.BK,SRITHAI SUPERWARE PUBLIC COMPANY LIMITED,Packaging
SJWD,SJWD.BK,SCGJWD LOGISTICS PUBLIC COMPANY LIMITED,Transportation & Logistics
SK,SK.BK,SIRAKORN PUBLIC COMPANY LIMITED,-
SKE,SKE.BK,SAKOL ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities
SKIN,SKIN.BK,SKIN LABORATORY PUBLIC COMPANY LIMITED,-
SKN,SKN.BK,S.KIJCHAI ENTERPRISE PUBLIC COMPANY LIMITED,Construction Materials
SKR,SKR.BK,SIKARIN PUBLIC COMPANY LIMITED,Health Care Services
SKY,SKY.BK,SKY ICT PUBLIC COMPANY LIMITED,Information & Communication Technology
SLP,SLP.BK,SALEE PRINTING PUBLIC COMPANY LIMITED,Packaging
SMART,SMART.BK,SMART CONCRETE PUBLIC COMPANY LIMITED,-
SMD100,SMD100.BK,SMD RISE PUBLIC COMPANY LIMITED,-
SMIT,SMIT.BK,SAHAMIT MACHINERY PUBLIC COMPANY LIMITED,Steel and Metal Products
SMO,SMO.BK,SMOTHONG GROUP PUBLIC COMPANY LIMITED,Agribusiness
SMPC,SMPC.BK,SAHAMITR PRESSURE CONTAINER PUBLIC COMPANY LIMITED,Packaging
SMT,SMT.BK,STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,Electronic Components
SNC,SNC.BK,SNC FORMER PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
SNNP,SNNP.BK,SRINANAPORN MARKETING PUBLIC COMPANY LIMITED,Food & Beverage
SNP,SNP.BK,S & P SYNDICATE PUBLIC COMPANY LIMITED,Food & Beverage
SNPS,SNPS.BK,Specialty Natural Products Public Company Limited,Personal Products & Pharmaceuticals
SO,SO.BK,SIAMRAJATHANEE PUBLIC COMPANY LIMITED,Professional Services
SOLAR,SOLAR.BK,SOLARTRON PUBLIC COMPANY LIMITED,Construction Services
SONIC,SONIC.BK,SONIC INTERFREIGHT PUBLIC COMPANY LIMITED,-
SORKON,SORKON.BK,S. KHONKAEN FOODS PUBLIC COMPANY LIMITED,Food & Beverage
SPA,SPA.BK,SIAM WELLNESS GROUP PUBLIC COMPANY LIMITED,Tourism & Leisure
SPACK,SPACK.BK,S. PACK & PRINT PUBLIC COMPANY LIMITED,Packaging
SPALI,SPALI.BK,SUPALAI PUBLIC COMPANY LIMITED,Property Development
SPC,SPC.BK,SAHA PATHANAPIBUL PUBLIC COMPANY LIMITED,Commerce
SPCG,SPCG.BK,SPCG PUBLIC COMPANY LIMITED,Energy & Utilities
SPG,SPG.BK,THE SIAM PAN GROUP PUBLIC COMPANY LIMITED,Automotive
SPI,SPI.BK,SAHA PATHANA INTER-HOLDING PUBLIC COMPANY LIMITED,Commerce
SPRC,SPRC.BK,STAR PETROLEUM REFINING PUBLIC COMPANY LIMITED,Energy & Utilities
SPREME,SPREME.BK,Supreme Distribution Public Company Limited,Information & Communication Technology
SPRIME,SPRIME.BK,S PRIME GROWTH LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property Fund & REITs
SPTX,SPTX.BK,SPT X PUBLIC COMPANY LIMITED,-
SPVI,SPVI.BK,S P V I PUBLIC COMPANY LIMITED,-
SQ,SQ.BK,SAHAKOL EQUIPMENT PUBLIC COMPANY LIMITED,Construction Services
SR,SR.BK,SIAMRAJ PUBLIC COMPANY LIMITED,-
SRICHA,SRICHA.BK,SRIRACHA CONSTRUCTION PUBLIC COMPANY LIMITED,Construction Services
SRIPANWA,SRIPANWA.BK,SRI PANWA HOSPITALITY REAL ESTATE INVESTMENT TRUST,Property Fund & REITs
SRS,SRS.BK,SIRISOFT PUBLIC COMPANY LIMITED,-
SSF,SSF.BK,SURAPON FOODS PUBLIC COMPANY LIMITED,Food & Beverage
SSP,SSP.BK,SERMSANG POWER CORPORATION PUBLIC COMPANY LIMITED,Energy & Utilities
SSPF,SSPF.BK,SALA @ SATHORN PROPERTY FUND,Property Fund & REITs
SSSC,SSSC.BK,SIAM STEEL SERVICE CENTER PUBLIC COMPANY LIMITED,Steel and Metal Products
SST,SST.BK,SUB SRI THAI PUBLIC COMPANY LIMITED,Food & Beverage
SSTRT,SSTRT.BK,SUB SRI THAI REAL ESTATE INVESTMENT TRUST,Property Fund & REITs
STA,STA.BK,SRI TRANG AGRO-INDUSTRY PUBLIC COMPANY LIMITED,Agribusiness
STANLY,STANLY.BK,THAI STANLEY ELECTRIC PUBLIC COMPANY LIMITED,Automotive
STARM,STARM.BK,STAR MONEY PUBLIC COMPANY LIMITED,Finance & Securities
STC,STC.BK,STC CONCRETE PRODUCT PUBLIC COMPANY LIMITED,-
STECH,STECH.BK,SIAM TECHNIC CONCRETE PUBLIC COMPANY LIMITED,Construction Materials
STECON,STECON.BK,STECON GROUP PUBLIC COMPANY LIMITED,Construction Services
STELLA,STELLA.BK,STELLA X PUBLIC COMPANY LIMITED,Property Development
STGT,STGT.BK,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals
STI,STI.BK,STONEHENGE INTER PUBLIC COMPANY LIMITED,Construction Services
STOWER,STOWER.BK,SKY TOWER PUBLIC COMPANY LIMITED,-
STP,STP.BK,SAHATHAI PRINTING & PACKAGING PUBLIC COMPANY LIMITED,-
STPI,STPI.BK,STP&I PUBLIC COMPANY LIMITED,Construction Services
STX,STX.BK,Stone One Public Company Limited,-
SUC,SUC.BK,SAHA-UNION PUBLIC COMPANY LIMITED,Fashion
SUN,SUN.BK,SUNSWEET PUBLIC COMPANY LIMITED,Food & Beverage
SUPER,SUPER.BK,SUPER ENERGY CORPORATION PUBLIC COMPANY LIMITED,Energy & Utilities
SUPEREIF,SUPEREIF.BK,SUPER ENERGY POWER PLANT INFRASTRUCTURE FUND,Energy & Utilities
SUSCO,SUSCO.BK,SUSCO PUBLIC COMPANY LIMITED,Energy & Utilities
SUTHA,SUTHA.BK,GOLDEN LIME PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals
SVOA,SVOA.BK,SVOA PUBLIC COMPANY LIMITED,Information & Communication Technology
SVR,SVR.BK,SIVAROM REAL ESTATE PUBLIC COMPANY LIMITED,-
SVT,SVT.BK,SUN VENDING TECHNOLOGY PUBLIC COMPANY LIMITED,Commerce
SWC,SWC.BK,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,-
SYMC,SYMC.BK,SYMPHONY COMMUNICATION PUBLIC COMPANY LIMITED,Information & Communication Technology
SYNEX,SYNEX.BK,SYNNEX (THAILAND) PUBLIC COMPANY LIMITED,Information & Communication Technology
SYNTEC,SYNTEC.BK,SYNTEC CONSTRUCTION PUBLIC COMPANY LIMITED,Construction Services
TACC,TACC.BK,T.A.C. CONSUMER PUBLIC COMPANY LIMITED,-
TAE,TAE.BK,THAI AGRO ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities
TAKUNI,TAKUNI.BK,TAKUNI GROUP PUBLIC COMPANY LIMITED,-
TAN,TAN.BK,Tanachira Retail Corporation Public Company Limited,Commerce
TAPAC,TAPAC.BK,TAPACO PUBLIC COMPANY LIMITED,-
TASCO,TASCO.BK,TIPCO ASPHALT PUBLIC COMPANY LIMITED,Construction Materials
TATG,TATG.BK,THAI AUTO TOOLS AND DIE PUBLIC COMPANY LIMITED,-
TBN,TBN.BK,TBN Corporation Public Company Limited,-
TBSP,TBSP.BK,TBSP PUBLIC COMPANY LIMITED,Media & Publishing
TC,TC.BK,TROPICAL CANNING (THAILAND) PUBLIC COMPANY LIMITED,Food & Beverage
TCAP,TCAP.BK,THANACHART CAPITAL PUBLIC COMPANY LIMITED,Banking
TCC,TCC.BK,THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED,Energy & Utilities
TCJ,TCJ.BK,T.C.J. ASIA PUBLIC COMPANY LIMITED,Industrial Materials & Machinery
TCMC,TCMC.BK,TCM CORPORATION PUBLIC COMPANY LIMITED,Home & Office Products
TCOAT,TCOAT.BK,THAI COATING INDUSTRIAL PUBLIC COMPANY LIMITED,Packaging
TEAM,TEAM.BK,TEAM PRECISION PUBLIC COMPANY LIMITED,Electronic Components
TEAMG,TEAMG.BK,TEAM CONSULTING ENGINEERING AND MANAGEMENT PUBLIC COMPANY LIMITED,Construction Services
TEGH,TEGH.BK,Thai Eastern Group Holdings Public Company Limited,Agribusiness
TEKA,TEKA.BK,TEKA CONSTRUCTION PUBLIC COMPANY LIMITED,Construction Services
TERA,TERA.BK,Terabyte Plus Public Company Limited,-
TFFIF,TFFIF.BK,THAILAND FUTURE FUND,Transportation & Logistics
TFG,TFG.BK,THAIFOODS GROUP PUBLIC COMPANY LIMITED,Food & Beverage
TFI,TFI.BK,THAI FUTURE INCORPORATION PUBLIC COMPANY LIMITED,Packaging
TFM,TFM.BK,THAI UNION FEEDMILL PUBLIC COMPANY LIMITED,Agribusiness
TFMAMA,TFMAMA.BK,THAI PRESIDENT FOODS PUBLIC COMPANY LIMITED,Food & Beverage
TGE,TGE.BK,THACHANG GREEN ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities
TGH,TGH.BK,THAI GROUP HOLDINGS PUBLIC COMPANY LIMITED,Insurance
TGPRO,TGPRO.BK,THAI-GERMAN PRODUCTS PUBLIC COMPANY LIMITED,Steel and Metal Products
TH,TH.BK,TONG HUA HOLDING PUBLIC COMPANY LIMITED,Finance & Securities
THAI,THAI.BK,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,Transportation & Logistics
THANA,THANA.BK,THANASIRI GROUP PUBLIC COMPANY LIMITED,-
THANI,THANI.BK,RATCHTHANI LEASING PUBLIC COMPANY LIMITED,Finance & Securities
THCOM,THCOM.BK,THAICOM PUBLIC COMPANY LIMITED,Information & Communication Technology
THE,THE.BK,THE STEEL PUBLIC COMPANY LIMITED,Steel and Metal Products
THG,THG.BK,THONBURI HEALTHCARE GROUP PUBLIC COMPANY LIMITED,Health Care Services
THIP,THIP.BK,THANTAWAN INDUSTRY PUBLIC COMPANY LIMITED,Packaging
THMUI,THMUI.BK,THAI MUI CORPORATION PUBLIC COMPANY LIMITED,-
